age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
31,m,rather not say,72.0,other,True,True,leo,30.0
28,m,average,67.0,science / tech / engineering,False,False,aquarius,25.0
28,m,athletic,73.0,medicine / health,True,False,unknown,25.0
25,m,rather not say,69.0,not specified,True,True,scorpio,25.0
27,m,fit,65.0,computer / hardware / software,False,True,scorpio,25.0
29,m,thin,69.0,other,False,True,virgo,25.0
27,m,rather not say,70.0,not specified,False,True,unknown,25.0
41,f,average,70.0,executive / management,True,False,libra,40.0
22,m,used up,65.0,rather not say,True,False,unknown,20.0
35,m,fit,69.0,sales / marketing / biz dev,False,False,unknown,35.0
27,f,rather not say,63.0,education / academia,False,False,libra,25.0
44,m,athletic,69.0,not specified,True,False,capricorn,40.0
23,m,average,73.0,artistic / musical / writer,False,True,virgo,20.0
24,f,athletic,67.0,not specified,False,False,unknown,20.0
30,m,athletic,70.0,education / academia,True,True,gemini,30.0
24,m,athletic,70.0,science / tech / engineering,False,True,sagittarius,20.0
30,f,fit,65.0,not specified,False,False,cancer,30.0
21,m,average,70.0,student,False,True,leo,20.0
23,m,average,70.0,student,False,True,capricorn,20.0
26,m,average,73.0,science / tech / engineering,False,True,gemini,25.0
33,m,thin,71.0,entertainment / media,True,True,libra,30.0
29,m,thin,74.0,science / tech / engineering,True,True,libra,25.0
24,m,fit,76.0,computer / hardware / software,False,True,leo,20.0
29,m,average,60.0,not specified,True,False,unknown,25.0
25,m,average,75.0,student,True,True,libra,25.0
21,m,used up,71.0,construction / craftsmanship,False,True,aries,20.0
25,m,average,68.0,student,False,True,leo,25.0
27,f,athletic,63.0,rather not say,True,False,scorpio,25.0
22,f,used up,60.0,not specified,False,True,unknown,20.0
32,m,a little extra,67.0,sales / marketing / biz dev,True,False,gemini,30.0
43,m,average,65.0,hospitality / travel,False,False,libra,40.0
25,m,a little extra,72.0,other,False,False,sagittarius,25.0
39,f,fit,72.0,sales / marketing / biz dev,True,False,unknown,35.0
38,m,average,68.0,computer / hardware / software,True,True,scorpio,35.0
34,m,athletic,68.0,banking / financial / real estate,True,True,virgo,30.0
25,m,athletic,73.0,other,False,False,capricorn,25.0
22,m,average,66.0,sales / marketing / biz dev,True,True,gemini,20.0
37,m,average,71.0,banking / financial / real estate,False,False,aries,35.0
21,m,fit,80.0,military,False,True,leo,20.0
37,m,average,70.0,entertainment / media,False,False,unknown,35.0
42,f,curvy,66.0,entertainment / media,True,False,gemini,40.0
28,m,fit,74.0,artistic / musical / writer,True,True,unknown,25.0
30,m,rather not say,68.0,science / tech / engineering,True,False,gemini,30.0
37,m,average,72.0,medicine / health,False,False,aries,35.0
34,m,fit,74.0,computer / hardware / software,True,False,libra,30.0
39,m,fit,70.0,not specified,True,True,sagittarius,35.0
35,m,athletic,66.0,science / tech / engineering,False,True,aries,35.0
24,f,rather not say,69.0,sales / marketing / biz dev,True,False,unknown,20.0
41,m,fit,71.0,executive / management,True,True,unknown,40.0
40,m,a little extra,68.0,other,True,True,scorpio,40.0
30,f,full figured,66.0,law / legal services,True,True,capricorn,30.0
45,m,fit,72.0,computer / hardware / software,True,True,cancer,45.0
28,m,fit,74.0,artistic / musical / writer,True,False,unknown,25.0
34,f,curvy,63.0,not specified,True,True,scorpio,30.0
27,m,fit,74.0,artistic / musical / writer,True,True,pisces,25.0
27,f,skinny,66.0,sales / marketing / biz dev,True,False,aquarius,25.0
23,m,athletic,69.0,medicine / health,False,False,cancer,20.0
35,m,jacked,71.0,not specified,False,False,unknown,35.0
33,m,fit,67.0,artistic / musical / writer,False,False,aquarius,30.0
32,m,thin,71.0,clerical / administrative,False,False,aquarius,30.0
23,f,curvy,68.0,student,False,True,aquarius,20.0
39,m,average,74.0,political / government,False,True,scorpio,35.0
27,f,average,67.0,sales / marketing / biz dev,True,False,leo,25.0
25,m,rather not say,76.0,science / tech / engineering,False,False,unknown,25.0
50,f,fit,68.0,clerical / administrative,True,True,virgo,50.0
29,m,thin,71.0,artistic / musical / writer,False,False,pisces,25.0
26,m,average,68.0,sales / marketing / biz dev,True,True,libra,25.0
26,m,average,73.0,education / academia,True,True,scorpio,25.0
22,f,average,64.0,student,True,False,aquarius,20.0
53,m,a little extra,71.0,not specified,True,False,unknown,50.0
26,m,fit,67.0,entertainment / media,True,True,pisces,25.0
31,f,fit,67.0,education / academia,True,True,cancer,30.0
62,m,average,68.0,medicine / health,True,False,pisces,60.0
28,m,fit,76.0,law / legal services,True,False,unknown,25.0
24,m,average,70.0,not specified,True,False,virgo,20.0
37,f,athletic,63.0,executive / management,True,False,cancer,35.0
33,m,fit,67.0,executive / management,False,True,taurus,30.0
25,m,average,71.0,law / legal services,True,False,aquarius,25.0
33,m,a little extra,67.0,artistic / musical / writer,True,True,scorpio,30.0
27,f,average,66.0,other,True,True,libra,25.0
23,m,athletic,69.0,law / legal services,False,False,unknown,20.0
30,m,fit,68.0,rather not say,True,False,pisces,30.0
32,m,skinny,67.0,computer / hardware / software,True,False,cancer,30.0
25,m,a little extra,71.0,student,True,True,pisces,25.0
25,m,average,68.0,other,True,True,aquarius,25.0
25,m,athletic,72.0,student,False,True,aquarius,25.0
34,m,fit,71.0,construction / craftsmanship,True,False,cancer,30.0
41,f,curvy,65.0,education / academia,True,True,aquarius,40.0
31,f,thin,67.0,medicine / health,True,True,unknown,30.0
29,f,fit,66.0,banking / financial / real estate,True,True,gemini,25.0
35,f,average,64.0,sales / marketing / biz dev,True,False,virgo,35.0
52,m,a little extra,74.0,not specified,True,False,unknown,50.0
42,m,fit,67.0,law / legal services,True,True,unknown,40.0
33,m,average,68.0,banking / financial / real estate,True,True,pisces,30.0
37,f,fit,63.0,computer / hardware / software,True,False,unknown,35.0
24,f,average,64.0,other,False,False,gemini,20.0
32,m,rather not say,71.0,computer / hardware / software,True,True,virgo,30.0
28,f,average,67.0,law / legal services,True,True,gemini,25.0
30,f,fit,62.0,political / government,True,True,unknown,30.0
24,m,athletic,75.0,not specified,False,False,unknown,20.0
23,f,fit,61.0,student,True,True,scorpio,20.0
29,f,fit,66.0,education / academia,False,False,capricorn,25.0
23,m,jacked,71.0,science / tech / engineering,False,True,libra,20.0
37,f,rather not say,60.0,not specified,False,True,virgo,35.0
32,f,thin,65.0,not specified,True,True,libra,30.0
28,f,average,64.0,hospitality / travel,True,True,unknown,25.0
38,f,full figured,66.0,clerical / administrative,True,True,libra,35.0
43,f,average,60.0,entertainment / media,True,True,aquarius,40.0
28,f,curvy,65.0,education / academia,True,True,pisces,25.0
33,m,fit,69.0,science / tech / engineering,True,True,leo,30.0
24,m,rather not say,68.0,entertainment / media,True,False,unknown,20.0
51,m,athletic,72.0,medicine / health,True,True,aries,50.0
24,m,rather not say,70.0,not specified,True,True,unknown,20.0
25,m,fit,74.0,sales / marketing / biz dev,True,True,capricorn,25.0
27,f,fit,62.0,student,True,True,leo,25.0
35,f,average,64.0,other,True,True,cancer,35.0
30,f,rather not say,64.0,not specified,True,False,unknown,30.0
29,f,average,66.0,not specified,False,False,unknown,25.0
24,f,fit,63.0,not specified,False,True,capricorn,20.0
29,m,average,67.0,science / tech / engineering,False,False,unknown,25.0
32,m,average,69.0,artistic / musical / writer,True,True,capricorn,30.0
30,f,fit,67.0,education / academia,True,True,sagittarius,30.0
32,f,curvy,61.0,science / tech / engineering,True,True,capricorn,30.0
42,m,fit,71.0,other,False,False,unknown,40.0
30,f,rather not say,65.0,not specified,True,True,unknown,30.0
29,m,fit,68.0,student,False,True,leo,25.0
25,f,athletic,70.0,medicine / health,False,False,sagittarius,25.0
51,m,average,72.0,medicine / health,True,True,libra,50.0
41,f,curvy,66.0,artistic / musical / writer,True,False,aries,40.0
38,f,average,66.0,executive / management,True,True,taurus,35.0
35,f,athletic,68.0,banking / financial / real estate,True,False,unknown,35.0
29,f,thin,69.0,other,False,True,aquarius,25.0
23,m,rather not say,69.0,student,True,True,unknown,20.0
24,m,average,74.0,artistic / musical / writer,True,False,libra,20.0
24,f,curvy,65.0,other,True,True,pisces,20.0
42,m,athletic,64.0,science / tech / engineering,True,False,aries,40.0
35,f,average,70.0,artistic / musical / writer,True,True,pisces,35.0
35,f,rather not say,64.0,artistic / musical / writer,True,True,virgo,35.0
39,f,thin,66.0,sales / marketing / biz dev,True,False,libra,35.0
30,f,curvy,62.0,education / academia,True,True,capricorn,30.0
28,f,curvy,64.0,medicine / health,True,False,sagittarius,25.0
25,f,athletic,72.0,sales / marketing / biz dev,True,True,pisces,25.0
26,m,fit,69.0,clerical / administrative,False,True,unknown,25.0
37,f,average,67.0,banking / financial / real estate,True,False,scorpio,35.0
29,m,average,71.0,student,True,False,leo,25.0
32,f,thin,62.0,sales / marketing / biz dev,False,True,aquarius,30.0
33,f,rather not say,69.0,executive / management,True,False,unknown,30.0
19,m,athletic,73.0,student,True,True,virgo,15.0
18,f,curvy,68.0,student,True,True,cancer,15.0
28,m,rather not say,71.0,hospitality / travel,True,True,aquarius,25.0
19,f,skinny,64.0,rather not say,True,False,taurus,15.0
29,m,athletic,70.0,sales / marketing / biz dev,True,False,leo,25.0
27,f,curvy,62.0,computer / hardware / software,True,True,capricorn,25.0
44,m,average,76.0,other,True,True,unknown,40.0
28,m,fit,70.0,science / tech / engineering,True,False,cancer,25.0
29,m,average,70.0,student,False,True,aquarius,25.0
37,f,average,62.0,sales / marketing / biz dev,True,True,aquarius,35.0
21,m,athletic,75.0,not specified,False,False,aries,20.0
25,m,thin,68.0,science / tech / engineering,True,True,unknown,25.0
27,f,used up,63.0,student,False,True,cancer,25.0
39,f,rather not say,64.0,not specified,True,True,unknown,35.0
31,m,average,69.0,other,False,True,sagittarius,30.0
39,f,fit,69.0,medicine / health,True,True,cancer,35.0
22,f,curvy,67.0,hospitality / travel,True,False,taurus,20.0
27,f,average,69.0,student,False,True,taurus,25.0
29,m,average,71.0,student,True,True,aquarius,25.0
33,f,average,69.0,not specified,False,False,virgo,30.0
31,f,fit,68.0,artistic / musical / writer,True,False,gemini,30.0
30,m,athletic,69.0,sales / marketing / biz dev,True,False,leo,30.0
31,m,fit,70.0,science / tech / engineering,False,False,unknown,30.0
31,f,curvy,63.0,medicine / health,False,True,taurus,30.0
51,m,rather not say,76.0,not specified,True,False,unknown,50.0
69,m,a little extra,65.0,artistic / musical / writer,False,True,aries,65.0
47,f,a little extra,64.0,executive / management,False,True,pisces,45.0
26,f,curvy,69.0,not specified,False,False,libra,25.0
55,f,a little extra,63.0,sales / marketing / biz dev,False,True,pisces,55.0
26,m,thin,68.0,artistic / musical / writer,True,True,sagittarius,25.0
30,m,average,74.0,sales / marketing / biz dev,False,True,libra,30.0
19,m,fit,75.0,student,False,True,unknown,15.0
27,f,curvy,63.0,other,True,True,virgo,25.0
29,m,fit,65.0,clerical / administrative,True,False,taurus,25.0
28,f,thin,64.0,executive / management,True,True,gemini,25.0
28,m,athletic,69.0,law / legal services,True,False,leo,25.0
29,m,athletic,77.0,law / legal services,True,True,unknown,25.0
23,m,rather not say,72.0,not specified,False,False,leo,20.0
27,f,curvy,66.0,education / academia,False,False,cancer,25.0
53,f,curvy,62.0,education / academia,False,True,virgo,50.0
28,f,average,67.0,hospitality / travel,True,False,virgo,25.0
21,f,a little extra,65.0,sales / marketing / biz dev,False,False,libra,20.0
24,f,jacked,66.0,other,False,True,aquarius,20.0
34,m,average,74.0,artistic / musical / writer,False,True,scorpio,30.0
24,m,a little extra,69.0,entertainment / media,False,True,taurus,20.0
20,m,average,71.0,student,False,True,capricorn,20.0
30,f,athletic,70.0,banking / financial / real estate,False,True,aquarius,30.0
30,f,thin,63.0,artistic / musical / writer,True,True,libra,30.0
40,m,jacked,37.0,computer / hardware / software,True,True,pisces,40.0
41,m,average,68.0,computer / hardware / software,False,True,gemini,40.0
26,m,average,64.0,rather not say,True,True,scorpio,25.0
36,m,athletic,65.0,banking / financial / real estate,False,True,scorpio,35.0
30,m,fit,72.0,artistic / musical / writer,True,False,sagittarius,30.0
27,m,average,72.0,science / tech / engineering,True,False,unknown,25.0
29,m,athletic,69.0,not specified,True,False,pisces,25.0
38,m,athletic,69.0,not specified,False,False,unknown,35.0
19,m,fit,73.0,other,True,True,unknown,15.0
30,f,fit,64.0,computer / hardware / software,True,False,cancer,30.0
35,m,athletic,72.0,not specified,True,False,unknown,35.0
32,m,fit,72.0,entertainment / media,True,False,libra,30.0
32,f,curvy,64.0,executive / management,False,False,gemini,30.0
39,f,athletic,65.0,other,False,False,unknown,35.0
66,f,curvy,63.0,retired,True,False,pisces,65.0
19,f,skinny,64.0,not specified,False,False,scorpio,15.0
46,f,curvy,67.0,sales / marketing / biz dev,False,False,unknown,45.0
28,f,curvy,67.0,education / academia,True,True,sagittarius,25.0
45,f,thin,66.0,medicine / health,True,True,virgo,45.0
41,f,average,63.0,other,True,True,scorpio,40.0
51,f,average,63.0,artistic / musical / writer,False,False,virgo,50.0
23,m,athletic,73.0,other,True,True,scorpio,20.0
18,m,average,70.0,other,False,True,scorpio,15.0
46,m,athletic,71.0,banking / financial / real estate,True,False,leo,45.0
27,f,thin,64.0,law / legal services,True,True,capricorn,25.0
27,m,fit,71.0,not specified,True,False,unknown,25.0
26,f,average,64.0,artistic / musical / writer,True,False,scorpio,25.0
31,m,athletic,74.0,law / legal services,True,True,scorpio,30.0
28,m,average,68.0,other,True,False,taurus,25.0
28,m,fit,70.0,hospitality / travel,True,False,pisces,25.0
24,m,average,75.0,student,False,False,taurus,20.0
37,f,average,66.0,education / academia,False,True,libra,35.0
28,m,fit,72.0,other,False,True,aquarius,25.0
35,f,average,65.0,science / tech / engineering,True,True,virgo,35.0
29,m,athletic,69.0,science / tech / engineering,False,False,gemini,25.0
25,m,average,70.0,artistic / musical / writer,False,False,aquarius,25.0
25,m,fit,71.0,law / legal services,False,True,cancer,25.0
33,f,average,68.0,other,False,True,pisces,30.0
43,f,average,63.0,artistic / musical / writer,True,False,aries,40.0
26,m,athletic,68.0,sales / marketing / biz dev,True,True,virgo,25.0
48,f,fit,59.0,other,True,True,cancer,45.0
27,f,skinny,63.0,not specified,False,False,unknown,25.0
31,m,skinny,72.0,science / tech / engineering,True,False,unknown,30.0
67,m,jacked,75.0,military,True,False,gemini,65.0
31,m,thin,75.0,science / tech / engineering,True,True,unknown,30.0
29,f,fit,62.0,sales / marketing / biz dev,True,False,unknown,25.0
22,m,rather not say,74.0,not specified,True,True,unknown,20.0
26,f,average,65.0,education / academia,True,False,unknown,25.0
30,m,fit,68.0,banking / financial / real estate,True,True,cancer,30.0
40,m,fit,73.0,computer / hardware / software,True,False,cancer,40.0
37,m,average,74.0,student,False,False,capricorn,35.0
25,f,full figured,67.0,other,False,False,leo,25.0
42,f,fit,65.0,hospitality / travel,False,True,virgo,40.0
31,f,thin,62.0,other,False,True,leo,30.0
22,f,average,70.0,sales / marketing / biz dev,False,True,capricorn,20.0
38,f,average,68.0,executive / management,False,False,libra,35.0
66,f,a little extra,66.0,retired,False,True,taurus,65.0
25,f,fit,69.0,not specified,True,True,unknown,25.0
35,f,curvy,66.0,other,False,True,aries,35.0
31,f,average,64.0,executive / management,True,True,leo,30.0
23,f,average,63.0,entertainment / media,False,False,sagittarius,20.0
30,m,thin,68.0,science / tech / engineering,False,True,unknown,30.0
23,m,athletic,72.0,construction / craftsmanship,False,True,aquarius,20.0
33,m,athletic,66.0,other,False,False,leo,30.0
44,m,athletic,74.0,other,False,False,cancer,40.0
23,f,curvy,60.0,other,False,False,aries,20.0
41,m,athletic,70.0,medicine / health,False,False,taurus,40.0
31,m,average,69.0,science / tech / engineering,False,True,scorpio,30.0
22,m,average,70.0,not specified,False,False,unknown,20.0
24,m,overweight,72.0,other,False,True,gemini,20.0
25,f,curvy,66.0,artistic / musical / writer,False,True,libra,25.0
66,f,average,65.0,artistic / musical / writer,True,False,libra,65.0
27,m,average,72.0,computer / hardware / software,True,True,scorpio,25.0
33,f,average,63.0,computer / hardware / software,True,False,unknown,30.0
31,m,average,69.0,education / academia,True,True,cancer,30.0
56,f,average,60.0,construction / craftsmanship,False,False,pisces,55.0
29,f,curvy,68.0,other,True,True,pisces,25.0
22,m,athletic,64.0,artistic / musical / writer,False,False,aries,20.0
19,m,rather not say,68.0,not specified,False,False,aries,15.0
31,m,rather not say,67.0,not specified,False,True,gemini,30.0
38,f,thin,65.0,other,False,True,taurus,35.0
30,m,athletic,75.0,science / tech / engineering,False,False,cancer,30.0
24,m,athletic,75.0,science / tech / engineering,False,True,libra,20.0
31,f,full figured,64.0,artistic / musical / writer,True,True,aries,30.0
26,m,athletic,68.0,other,True,True,virgo,25.0
21,m,average,66.0,artistic / musical / writer,False,False,unknown,20.0
36,f,fit,69.0,law / legal services,False,True,unknown,35.0
42,f,fit,66.0,medicine / health,True,False,sagittarius,40.0
24,m,athletic,70.0,science / tech / engineering,True,True,unknown,20.0
22,f,curvy,65.0,student,True,True,capricorn,20.0
23,f,curvy,62.0,education / academia,False,False,libra,20.0
38,m,fit,73.0,sales / marketing / biz dev,True,True,taurus,35.0
27,m,athletic,68.0,other,True,False,virgo,25.0
32,m,thin,68.0,education / academia,False,True,aries,30.0
22,f,rather not say,62.0,not specified,False,False,unknown,20.0
41,f,average,60.0,education / academia,False,True,gemini,40.0
25,f,average,67.0,sales / marketing / biz dev,True,False,cancer,25.0
36,m,athletic,72.0,sales / marketing / biz dev,True,False,unknown,35.0
31,m,average,69.0,executive / management,True,False,leo,30.0
38,f,fit,63.0,not specified,True,True,scorpio,35.0
35,f,fit,65.0,law / legal services,True,False,unknown,35.0
34,m,rather not say,69.0,computer / hardware / software,True,True,leo,30.0
33,f,fit,66.0,medicine / health,False,True,taurus,30.0
35,m,a little extra,74.0,political / government,False,True,taurus,35.0
39,m,thin,72.0,computer / hardware / software,True,True,pisces,35.0
28,m,average,74.0,other,False,False,pisces,25.0
57,m,fit,72.0,not specified,False,False,unknown,55.0
51,f,curvy,65.0,education / academia,True,False,taurus,50.0
25,m,athletic,68.0,medicine / health,False,False,virgo,25.0
46,m,average,66.0,computer / hardware / software,False,True,virgo,45.0
36,f,average,62.0,education / academia,False,True,cancer,35.0
27,f,curvy,62.0,rather not say,False,True,libra,25.0
22,m,athletic,70.0,computer / hardware / software,False,True,virgo,20.0
26,m,athletic,64.0,artistic / musical / writer,True,False,libra,25.0
31,m,average,71.0,science / tech / engineering,True,False,gemini,30.0
30,m,overweight,72.0,entertainment / media,True,False,cancer,30.0
33,m,a little extra,70.0,computer / hardware / software,True,False,unknown,30.0
26,m,fit,70.0,hospitality / travel,True,False,unknown,25.0
31,m,athletic,76.0,science / tech / engineering,False,False,cancer,30.0
30,m,athletic,70.0,construction / craftsmanship,False,False,aries,30.0
25,m,a little extra,65.0,not specified,False,True,pisces,25.0
33,m,rather not say,67.0,other,False,True,aquarius,30.0
29,m,athletic,63.0,sales / marketing / biz dev,False,True,leo,25.0
29,m,athletic,73.0,sales / marketing / biz dev,True,False,pisces,25.0
28,f,average,66.0,science / tech / engineering,False,True,pisces,25.0
58,f,athletic,63.0,hospitality / travel,False,True,libra,55.0
42,f,rather not say,61.0,other,True,True,aries,40.0
44,f,curvy,65.0,medicine / health,True,True,libra,40.0
24,f,a little extra,69.0,not specified,False,False,sagittarius,20.0
24,f,fit,61.0,not specified,True,False,sagittarius,20.0
28,f,fit,66.0,sales / marketing / biz dev,True,True,scorpio,25.0
31,m,fit,66.0,construction / craftsmanship,True,False,virgo,30.0
33,m,fit,75.0,science / tech / engineering,False,False,libra,30.0
30,m,athletic,67.0,not specified,True,False,unknown,30.0
27,m,fit,69.0,other,True,False,unknown,25.0
27,m,athletic,79.0,sales / marketing / biz dev,True,False,unknown,25.0
20,m,curvy,70.0,student,False,True,gemini,20.0
38,m,average,70.0,executive / management,False,False,taurus,35.0
28,m,average,73.0,computer / hardware / software,True,True,taurus,25.0
32,m,rather not say,67.0,not specified,False,True,unknown,30.0
30,m,thin,75.0,computer / hardware / software,True,True,capricorn,30.0
31,f,rather not say,59.0,not specified,True,False,aries,30.0
28,m,athletic,65.0,law / legal services,True,True,gemini,25.0
18,f,thin,64.0,student,True,False,unknown,15.0
28,m,average,74.0,hospitality / travel,True,True,virgo,25.0
21,f,athletic,59.0,entertainment / media,False,False,libra,20.0
27,f,thin,67.0,artistic / musical / writer,True,True,gemini,25.0
31,m,athletic,72.0,medicine / health,True,False,unknown,30.0
30,f,athletic,64.0,sales / marketing / biz dev,True,True,unknown,30.0
23,m,a little extra,75.0,student,True,True,libra,20.0
36,m,fit,66.0,education / academia,False,False,pisces,35.0
27,m,fit,73.0,hospitality / travel,True,True,capricorn,25.0
28,m,thin,68.0,transportation,True,False,virgo,25.0
23,m,athletic,69.0,student,False,False,unknown,20.0
21,f,full figured,66.0,other,True,True,virgo,20.0
45,m,a little extra,72.0,education / academia,False,True,taurus,45.0
38,m,fit,71.0,not specified,True,False,unknown,35.0
35,m,athletic,70.0,banking / financial / real estate,True,False,unknown,35.0
28,m,average,72.0,science / tech / engineering,False,False,unknown,25.0
29,m,a little extra,72.0,computer / hardware / software,False,False,virgo,25.0
29,m,average,65.0,student,False,True,libra,25.0
33,m,fit,69.0,law / legal services,False,True,pisces,30.0
30,f,thin,64.0,student,False,True,scorpio,30.0
32,m,athletic,72.0,sales / marketing / biz dev,True,False,libra,30.0
26,m,average,73.0,medicine / health,True,False,gemini,25.0
42,f,full figured,68.0,other,False,False,capricorn,40.0
28,m,skinny,71.0,artistic / musical / writer,True,True,pisces,25.0
31,m,average,69.0,student,False,True,unknown,30.0
24,m,fit,69.0,sales / marketing / biz dev,True,True,capricorn,20.0
31,f,thin,63.0,not specified,True,True,taurus,30.0
35,f,average,69.0,banking / financial / real estate,False,False,libra,35.0
30,m,fit,72.0,sales / marketing / biz dev,True,True,libra,30.0
33,m,average,69.0,artistic / musical / writer,True,False,taurus,30.0
25,m,thin,70.0,education / academia,False,True,unknown,25.0
34,m,fit,65.0,other,True,False,scorpio,30.0
25,m,average,68.0,science / tech / engineering,False,False,unknown,25.0
30,m,thin,73.0,other,True,False,capricorn,30.0
39,m,fit,76.0,not specified,False,True,aquarius,35.0
30,m,athletic,67.0,hospitality / travel,True,True,gemini,30.0
23,f,average,70.0,student,False,False,cancer,20.0
25,f,used up,68.0,artistic / musical / writer,True,True,sagittarius,25.0
22,f,a little extra,65.0,student,False,True,gemini,20.0
50,f,fit,65.0,other,True,False,libra,50.0
28,m,fit,68.0,computer / hardware / software,True,True,libra,25.0
29,m,fit,75.0,medicine / health,True,True,gemini,25.0
30,m,athletic,70.0,construction / craftsmanship,False,True,gemini,30.0
35,m,thin,68.0,not specified,True,False,virgo,35.0
30,f,rather not say,66.0,student,True,True,gemini,30.0
24,m,average,67.0,computer / hardware / software,True,True,aquarius,20.0
23,m,athletic,68.0,student,True,False,unknown,20.0
23,m,average,70.0,not specified,True,False,aries,20.0
36,m,fit,66.0,other,True,True,unknown,35.0
28,m,average,70.0,other,False,True,pisces,25.0
38,m,fit,68.0,executive / management,True,False,leo,35.0
26,m,fit,68.0,banking / financial / real estate,False,True,aquarius,25.0
25,m,average,74.0,sales / marketing / biz dev,True,False,sagittarius,25.0
30,f,fit,63.0,sales / marketing / biz dev,False,True,leo,30.0
20,m,thin,72.0,not specified,True,False,cancer,20.0
22,f,fit,64.0,not specified,False,False,unknown,20.0
40,m,rather not say,72.0,executive / management,True,False,taurus,40.0
20,f,athletic,65.0,unemployed,False,True,scorpio,20.0
18,f,curvy,62.0,sales / marketing / biz dev,True,True,leo,15.0
28,m,fit,74.0,computer / hardware / software,False,True,scorpio,25.0
23,f,curvy,64.0,other,False,False,scorpio,20.0
24,f,a little extra,65.0,clerical / administrative,True,True,taurus,20.0
50,f,average,65.0,sales / marketing / biz dev,False,True,capricorn,50.0
32,m,athletic,66.0,science / tech / engineering,True,False,unknown,30.0
29,f,curvy,64.0,not specified,True,False,sagittarius,25.0
33,m,rather not say,72.0,student,True,False,gemini,30.0
23,m,a little extra,73.0,transportation,False,True,aries,20.0
29,m,athletic,68.0,executive / management,True,False,pisces,25.0
26,m,athletic,74.0,clerical / administrative,False,False,aquarius,25.0
33,f,curvy,64.0,not specified,False,False,aquarius,30.0
21,f,thin,65.0,student,True,True,aries,20.0
28,m,athletic,73.0,student,False,False,aquarius,25.0
23,m,thin,69.0,computer / hardware / software,True,True,virgo,20.0
48,f,rather not say,58.0,other,True,True,capricorn,45.0
48,m,rather not say,69.0,computer / hardware / software,False,True,leo,45.0
29,m,average,71.0,banking / financial / real estate,False,False,taurus,25.0
43,m,average,68.0,sales / marketing / biz dev,False,False,cancer,40.0
32,m,average,70.0,entertainment / media,True,False,leo,30.0
26,m,average,70.0,computer / hardware / software,True,True,gemini,25.0
20,m,average,68.0,other,False,False,aquarius,20.0
23,m,athletic,70.0,medicine / health,False,True,aquarius,20.0
24,m,fit,72.0,computer / hardware / software,False,False,unknown,20.0
22,m,fit,70.0,not specified,True,False,unknown,20.0
39,m,athletic,76.0,entertainment / media,True,False,unknown,35.0
43,m,athletic,75.0,sales / marketing / biz dev,False,False,unknown,40.0
24,m,rather not say,70.0,science / tech / engineering,True,True,unknown,20.0
36,f,thin,65.0,executive / management,True,False,aquarius,35.0
28,f,a little extra,67.0,hospitality / travel,False,False,cancer,25.0
26,f,a little extra,61.0,medicine / health,False,True,leo,25.0
39,m,average,68.0,science / tech / engineering,True,True,pisces,35.0
66,f,average,63.0,other,False,True,taurus,65.0
29,m,skinny,70.0,education / academia,True,True,aquarius,25.0
29,m,athletic,68.0,entertainment / media,True,False,sagittarius,25.0
24,m,athletic,68.0,entertainment / media,False,True,libra,20.0
24,m,fit,69.0,science / tech / engineering,True,False,leo,20.0
21,m,fit,71.0,not specified,False,True,capricorn,20.0
48,m,fit,73.0,computer / hardware / software,True,False,sagittarius,45.0
25,m,average,74.0,other,False,True,libra,25.0
32,m,fit,71.0,student,False,True,unknown,30.0
47,f,full figured,76.0,clerical / administrative,False,False,scorpio,45.0
28,f,average,68.0,other,False,False,capricorn,25.0
26,m,average,73.0,computer / hardware / software,True,False,unknown,25.0
28,m,average,66.0,student,False,False,aquarius,25.0
37,f,fit,61.0,executive / management,False,False,scorpio,35.0
25,m,athletic,67.0,sales / marketing / biz dev,True,True,sagittarius,25.0
36,m,rather not say,72.0,not specified,True,False,sagittarius,35.0
32,m,athletic,70.0,hospitality / travel,False,False,pisces,30.0
41,m,fit,70.0,artistic / musical / writer,True,False,pisces,40.0
31,m,average,69.0,sales / marketing / biz dev,True,True,scorpio,30.0
29,m,athletic,71.0,hospitality / travel,True,False,scorpio,25.0
25,f,rather not say,62.0,artistic / musical / writer,False,True,sagittarius,25.0
30,f,average,67.0,other,False,True,sagittarius,30.0
43,m,average,68.0,banking / financial / real estate,True,True,libra,40.0
40,f,fit,67.0,medicine / health,True,True,aries,40.0
52,m,athletic,70.0,sales / marketing / biz dev,False,True,pisces,50.0
26,m,rather not say,72.0,not specified,True,False,taurus,25.0
25,m,fit,70.0,student,False,False,pisces,25.0
53,f,athletic,70.0,medicine / health,False,False,capricorn,50.0
46,m,average,68.0,sales / marketing / biz dev,True,False,gemini,45.0
40,m,thin,74.0,banking / financial / real estate,True,False,virgo,40.0
29,m,average,72.0,education / academia,True,True,libra,25.0
29,m,athletic,72.0,not specified,True,True,scorpio,25.0
40,m,average,71.0,artistic / musical / writer,False,False,sagittarius,40.0
28,f,thin,62.0,student,True,True,scorpio,25.0
50,f,curvy,68.0,executive / management,True,True,aquarius,50.0
23,m,thin,70.0,artistic / musical / writer,True,True,leo,20.0
30,m,skinny,73.0,computer / hardware / software,True,True,cancer,30.0
38,m,fit,67.0,computer / hardware / software,True,False,unknown,35.0
26,f,rather not say,66.0,not specified,True,False,unknown,25.0
23,f,curvy,62.0,other,False,True,gemini,20.0
